AudioCollection,ID_Audio_Specimen,ID_note,Clade,Specie,elevation,elevationfilter,length beak,peak Frequency,minimum Frequency,maximum Frequency,duration,note duration,habitat ,bodyMass
Xeno-canto,XC376557,3,Brilliants,Coeligena lutetiae,3300.0000,3133.0000,31.0000,6287.6950,2497.8520,7149.0230,11.8750,0.1232,Bosque Andino,7.3
Xeno-canto,XC117496,1,Brilliants,Coeligena lutetiae,3100.0000,3133.0000,31.0000,4909.5700,1378.1250,7407.4220,2.8480,0.0837,Bosque Andino,7.3
Xeno-canto,XC117496,2,Brilliants,Coeligena lutetiae,3100.0000,3133.0000,31.0000,5598.6330,1291.9920,7665.8200,3.5960,0.0803,Bosque Andino,7.3
Xeno-canto,XC117496,3,Brilliants,Coeligena lutetiae,3100.0000,3133.0000,31.0000,5943.1640,1205.8590,7235.1560,5.4430,0.0803,Bosque Andino,7.3
Macaulay Library,ML257642,1,Brilliants,Coeligena lutetiae,3100.0000,3133.0000,31.0000,6976.7580,6287.6950,8268.7500,69.7240,0.1170,Bosque Andino,7.3
Macaulay Library,ML257642,2,Brilliants,Coeligena lutetiae,3100.0000,3133.0000,31.0000,6976.7580,6718.3590,8096.4840,73.2790,0.1475,Bosque Andino,7.3
Macaulay Library,ML257642,3,Brilliants,Coeligena lutetiae,3100.0000,3133.0000,31.0000,8182.6170,8182.6170,10852.7340,74.7070,0.1187,Bosque Andino,7.3
Xeno-canto,XC56383,1,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,3703.7110,1722.6560,5167.9690,6.0550,0.0689,Bosque Andino,6.7
Xeno-canto,XC56383,2,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,2153.3200,1808.7890,6201.5620,6.1520,0.0605,Bosque Andino,6.7
Xeno-canto,XC56383,3,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,3617.5780,1981.0550,6287.6950,6.4410,0.0605,Bosque Andino,6.7
Xeno-canto,XC56381,1,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,9474.6090,7579.6880,9474.6090,0.3870,0.1196,Bosque Andino,6.7
Xeno-canto,XC56381,2,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,9216.2110,8613.2810,9474.6090,5.1090,0.1485,Bosque Andino,6.7
Xeno-canto,XC56381,3,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,9560.7420,8527.1480,9560.7420,10.6150,0.1196,Bosque Andino,6.7
Xeno-canto,XC96228,1,Brilliants,Coeligena torquata,2100.0000,2312.0000,34.0000,6373.8280,4909.5700,6718.3590,9.0410,0.2624,Bosque Andino,6.7
Xeno-canto,XC96228,2,Brilliants,Coeligena torquata,2100.0000,2312.0000,34.0000,6115.4300,4909.5700,6890.6250,9.5400,0.2287,Bosque Andino,6.7
Xeno-canto,XC96228,3,Brilliants,Coeligena torquata,2100.0000,2312.0000,34.0000,6201.5620,5081.8360,7062.8910,9.8140,0.2287,Bosque Andino,6.7
Xeno-canto,XC260506,1,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,6890.6250,6201.5620,7579.6880,1.8600,0.0290,Bosque Andino,6.7
Xeno-canto,XC260506,2,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,7321.2890,6287.6950,7665.8200,2.4470,0.0341,Bosque Andino,6.7
Xeno-canto,XC260506,3,Brilliants,Coeligena torquata,2300.0000,2312.0000,34.0000,8010.3520,6115.4300,8182.6170,2.8920,0.0205,Bosque Andino,6.7
Xeno-canto,XC260505,1,Brilliants,Coeligena torquata,2200.0000,2312.0000,34.0000,7751.9530,4220.5080,10766.6020,1.0190,0.0535,Bosque Andino,6.7
Xeno-canto,XC260505,2,Brilliants,Coeligena torquata,2200.0000,2312.0000,34.0000,7149.0230,5598.6330,10594.3360,2.1170,0.0440,Bosque Andino,6.7
Xeno-canto,XC260505,3,Brilliants,Coeligena torquata,2200.0000,2312.0000,34.0000,9388.4770,6029.2970,10335.9380,2.6850,0.0537,Bosque Andino,6.7
Xeno-canto,XC257835,1,Brilliants,Coeligena torquata,2200.0000,2312.0000,34.0000,8785.5470,4565.0390,11972.4610,0.9280,0.1245,Bosque Andino,6.7
Xeno-canto,XC257835,2,Brilliants,Coeligena torquata,2200.0000,2312.0000,34.0000,8785.5470,4565.0390,11714.0620,5.0430,0.1348,Bosque Andino,6.7
Xeno-canto,XC257835,3,Brilliants,Coeligena torquata,2200.0000,2312.0000,34.0000,8785.5470,4565.0390,11627.9300,8.9440,0.1245,Bosque Andino,6.7
Xeno-canto,XC238159,1,Brilliants,Coeligena torquata,2430.0000,2312.0000,34.0000,8957.8120,6718.3590,9733.0080,0.5200,0.0423,Bosque Andino,6.7
Xeno-canto,XC238159,2,Brilliants,Coeligena torquata,2430.0000,2312.0000,34.0000,8268.7500,5254.1020,8613.2810,0.7840,0.0379,Bosque Andino,6.7
Xeno-canto,XC238159,3,Brilliants,Coeligena torquata,2430.0000,2312.0000,34.0000,8010.3520,6976.7580,9819.1410,1.3850,0.0385,Bosque Andino,6.7
Xeno-canto,XC238158,1,Brilliants,Coeligena torquata,2450.0000,2312.0000,34.0000,4909.5700,4048.2420,9302.3440,4.1440,0.0159,Bosque Andino,6.7
Xeno-canto,XC238158,2,Brilliants,Coeligena torquata,2450.0000,2312.0000,34.0000,5340.2340,4737.3050,8871.6800,4.2410,0.0192,Bosque Andino,6.7
Xeno-canto,XC238158,3,Brilliants,Coeligena torquata,2450.0000,2312.0000,34.0000,8699.4140,7149.0230,9646.8750,9.2210,0.0251,Bosque Andino,6.7
Xeno-canto,XC172273,1,Brilliants,Coeligena torquata,2400.0000,2312.0000,34.0000,8343.7500,6656.2500,12281.2500,3.4720,0.1128,Bosque Andino,6.7
Xeno-canto,XC172273,2,Brilliants,Coeligena torquata,2400.0000,2312.0000,34.0000,8343.7500,6750.0000,13031.2500,3.9930,0.0946,Bosque Andino,6.7
Xeno-canto,XC172273,3,Brilliants,Coeligena torquata,2400.0000,2312.0000,34.0000,8812.5000,6656.2500,13312.5000,4.5600,0.1108,Bosque Andino,6.7
Macaulay Library,ML250166,1,Brilliants,Coeligena torquata,2000.0000,2312.0000,34.0000,8785.5470,7579.6880,8957.8120,13.1260,0.0755,Bosque Andino,6.7
Macaulay Library,ML250166,2,Brilliants,Coeligena torquata,2000.0000,2312.0000,34.0000,8096.4840,6632.2270,10594.3360,13.2340,0.0495,Bosque Andino,6.7
Macaulay Library,ML250166,3,Brilliants,Coeligena torquata,2000.0000,2312.0000,34.0000,7751.9530,5770.8980,7838.0860,13.9720,0.0751,Bosque Andino,6.7
Xeno-canto,XC264479,1,Brilliants,Coeligena wilsoni,1800.0000,1497.0000,32.0000,7493.5550,7321.2890,7838.0860,4.1030,0.3715,Bosque Andino,6.7
Xeno-canto,XC264479,2,Brilliants,Coeligena wilsoni,1800.0000,1497.0000,32.0000,6976.7580,6890.6250,7665.8200,5.1710,0.3663,Bosque Andino,6.7
Xeno-canto,XC264479,3,Brilliants,Coeligena wilsoni,1800.0000,1497.0000,32.0000,7062.8910,6804.4920,7665.8200,12.4950,0.4808,Bosque Andino,6.7
Xeno-canto,XC275268,1,Brilliants,Coeligena wilsoni,1100.0000,1497.0000,32.0000,5684.7660,5167.9690,8957.8120,1.8020,0.1297,Bosque Andino,6.7
Xeno-canto,XC275268,2,Brilliants,Coeligena wilsoni,1100.0000,1497.0000,32.0000,5943.1640,5167.9690,9043.9450,2.5850,0.0939,Bosque Andino,6.7
Xeno-canto,XC275268,3,Brilliants,Coeligena wilsoni,1100.0000,1497.0000,32.0000,5770.8980,5081.8360,9302.3440,3.3230,0.0984,Bosque Andino,6.7
Xeno-canto,XC264478,1,Brilliants,Coeligena wilsoni,1400.0000,1497.0000,32.0000,6459.9610,5340.2340,6546.0940,2.7530,0.0401,Bosque Andino,6.7
Xeno-canto,XC264478,2,Brilliants,Coeligena wilsoni,1400.0000,1497.0000,32.0000,6459.9610,5340.2340,6546.0940,3.0940,0.0342,Bosque Andino,6.7
Xeno-canto,XC264478,3,Brilliants,Coeligena wilsoni,1400.0000,1497.0000,32.0000,6287.6950,5340.2340,6459.9610,3.5060,0.0381,Bosque Andino,6.7
Xeno-canto,XC264477,1,Brilliants,Coeligena wilsoni,1400.0000,1497.0000,32.0000,7924.2190,6976.7580,8010.3520,3.5980,0.1228,Bosque Andino,6.7
Xeno-canto,XC264477,2,Brilliants,Coeligena wilsoni,1400.0000,1497.0000,32.0000,8096.4840,7149.0230,8182.6170,10.2580,0.1231,Bosque Andino,6.7
Xeno-canto,XC264477,3,Brilliants,Coeligena wilsoni,1400.0000,1497.0000,32.0000,8096.4840,6976.7580,8268.7500,18.6790,0.1394,Bosque Andino,6.7
Xeno-canto,XC261759,1,Brilliants,Coeligena wilsoni,1700.0000,1497.0000,32.0000,4909.5700,4220.5080,9043.9450,4.0180,0.0072,Bosque Andino,6.7
Xeno-canto,XC261759,2,Brilliants,Coeligena wilsoni,1700.0000,1497.0000,32.0000,5081.8360,4306.6410,8527.1480,4.1490,0.0066,Bosque Andino,6.7
Xeno-canto,XC261759,3,Brilliants,Coeligena wilsoni,1700.0000,1497.0000,32.0000,5770.8980,4995.7030,6632.2270,4.2850,0.0084,Bosque Andino,6.7
Xeno-canto,XC261758,1,Brilliants,Coeligena wilsoni,1700.0000,1497.0000,32.0000,7665.8200,7493.5550,8096.4840,2.5460,0.1983,Bosque Andino,6.7
Xeno-canto,XC261758,2,Brilliants,Coeligena wilsoni,1700.0000,1497.0000,32.0000,7665.8200,7235.1560,7838.0860,9.6120,0.1998,Bosque Andino,6.7
Xeno-canto,XC261758,3,Brilliants,Coeligena wilsoni,1700.0000,1497.0000,32.0000,7665.8200,7493.5550,8096.4840,14.9780,0.2166,Bosque Andino,6.7
Xeno-canto,XC261757,1,Brilliants,Coeligena wilsoni,1750.0000,1497.0000,32.0000,6804.4920,6632.2270,7665.8200,5.3340,0.3230,Bosque Andino,6.7
Xeno-canto,XC261757,2,Brilliants,Coeligena wilsoni,1750.0000,1497.0000,32.0000,7321.2890,6546.0940,7579.6880,6.6840,0.3859,Bosque Andino,6.7
Xeno-canto,XC261757,3,Brilliants,Coeligena wilsoni,1750.0000,1497.0000,32.0000,6804.4920,6632.2270,7665.8200,15.8260,0.3414,Bosque Andino,6.7
Xeno-canto,XC261756,1,Brilliants,Coeligena wilsoni,1750.0000,1497.0000,32.0000,7493.5550,7321.2890,8010.3520,3.2510,0.3605,Bosque Andino,6.7
Xeno-canto,XC261756,2,Brilliants,Coeligena wilsoni,1750.0000,1497.0000,32.0000,7493.5550,7321.2890,8010.3520,10.5090,0.3460,Bosque Andino,6.7
Xeno-canto,XC261756,3,Brilliants,Coeligena wilsoni,1750.0000,1497.0000,32.0000,6976.7580,6890.6250,7235.1560,11.7060,0.3821,Bosque Andino,6.7
Xeno-canto,XC241324,1,Brilliants,Coeligena wilsoni,1350.0000,1497.0000,32.0000,6562.5000,5625.0000,8343.7500,2.5430,0.0288,Bosque Andino,6.7
Xeno-canto,XC241324,2,Brilliants,Coeligena wilsoni,1350.0000,1497.0000,32.0000,6281.2500,5531.2500,8250.0000,3.0690,0.0302,Bosque Andino,6.7
Xeno-canto,XC241324,3,Brilliants,Coeligena wilsoni,1350.0000,1497.0000,32.0000,6562.5000,5531.2500,8156.2500,3.7450,0.0316,Bosque Andino,6.7
Xeno-canto,XC128749,1,Brilliants,Coeligena wilsoni,1500.0000,1497.0000,32.0000,7321.2890,7149.0230,7665.8200,2.3380,0.1327,Bosque Andino,6.7
Xeno-canto,XC128749,2,Brilliants,Coeligena wilsoni,1500.0000,1497.0000,32.0000,7321.2890,7235.1560,7579.6880,3.6740,0.1244,Bosque Andino,6.7
Xeno-canto,XC128749,3,Brilliants,Coeligena wilsoni,1500.0000,1497.0000,32.0000,7321.2890,7235.1560,7665.8200,6.2610,0.1410,Bosque Andino,6.7
Xeno-canto,XC357450,1,Brilliants,Eriocnemis cupreoventris,3000.0000,2944.0000,17.0000,7149.0230,5598.6330,10766.6020,1.2880,0.1833,Bosque Andino,5.3
Xeno-canto,XC357450,2,Brilliants,Eriocnemis cupreoventris,3000.0000,2944.0000,17.0000,7149.0230,5598.6330,10422.0700,2.0020,0.1833,Bosque Andino,5.3
Xeno-canto,XC357450,3,Brilliants,Eriocnemis cupreoventris,3000.0000,2944.0000,17.0000,7321.2890,5598.6330,10422.0700,2.7110,0.1978,Bosque Andino,5.3
Xeno-canto,XC56044,1,Brilliants,Eriocnemis cupreoventris,3000.0000,2944.0000,17.0000,4823.4380,4823.4380,7924.2190,1.2170,0.0902,Bosque Andino,5.3
Xeno-canto,XC56044,2,Brilliants,Eriocnemis cupreoventris,3000.0000,2944.0000,17.0000,6976.7580,4909.5700,7838.0860,2.1040,0.0721,Bosque Andino,5.3
Xeno-canto,XC56044,3,Brilliants,Eriocnemis cupreoventris,3000.0000,2944.0000,17.0000,4823.4380,4823.4380,7321.2890,3.1350,0.0812,Bosque Andino,5.3
Xeno-canto,XC585320,1,Brilliants,Eriocnemis cupreoventris,3250.0000,2944.0000,17.0000,6373.8280,5254.1020,7407.4220,0.4100,0.1778,Bosque Andino,5.3
Xeno-canto,XC585320,2,Brilliants,Eriocnemis cupreoventris,3250.0000,2944.0000,17.0000,5857.0310,5340.2340,7579.6880,1.7550,0.2147,Bosque Andino,5.3
Xeno-canto,XC585320,3,Brilliants,Eriocnemis cupreoventris,3250.0000,2944.0000,17.0000,5770.8980,5340.2340,7407.4220,3.7280,0.1958,Bosque Andino,5.3
Xeno-canto,XC24093,1,Brilliants,Eriocnemis cupreoventris,2800.0000,2944.0000,17.0000,7579.6880,4995.7030,10766.6020,0.5710,0.0771,Bosque Andino,5.3
Xeno-canto,XC24093,2,Brilliants,Eriocnemis cupreoventris,2800.0000,2944.0000,17.0000,9560.7420,4909.5700,11025.0000,2.1250,0.0771,Bosque Andino,5.3
Xeno-canto,XC24093,3,Brilliants,Eriocnemis cupreoventris,2800.0000,2944.0000,17.0000,4823.4380,4823.4380,10938.8670,3.5400,0.0816,Bosque Andino,5.3
Xeno-canto,XC149506,1,Brilliants,Eriocnemis cupreoventris,2600.0000,2944.0000,17.0000,6115.4300,5167.9690,8354.8830,2.4100,0.2049,Bosque Andino,5.3
Xeno-canto,XC149506,2,Brilliants,Eriocnemis cupreoventris,2600.0000,2944.0000,17.0000,6029.2970,5081.8360,8182.6170,3.2870,0.2008,Bosque Andino,5.3
Xeno-canto,XC149506,3,Brilliants,Eriocnemis cupreoventris,2600.0000,2944.0000,17.0000,6287.6950,4995.7030,7838.0860,4.9100,0.1639,Bosque Andino,5.3
Macaulay Library,ML286436031,1,Brilliants,Eriocnemis cupreoventris,3200.0000,2944.0000,17.0000,12937.5000,6656.2500,13218.7500,2.3720,0.0081,Bosque Andino,5.3
Macaulay Library,ML286436031,2,Brilliants,Eriocnemis cupreoventris,3200.0000,2944.0000,17.0000,12937.5000,6656.2500,13218.7500,2.4680,0.0073,Bosque Andino,5.3
Macaulay Library,ML416567381,1,Brilliants,Eriocnemis cupreoventris,3250.0000,2944.0000,17.0000,5254.1020,4478.9060,7062.8910,1.2970,0.0486,Bosque Andino,5.3
Macaulay Library,ML416567381,2,Brilliants,Eriocnemis cupreoventris,3250.0000,2944.0000,17.0000,5254.1020,4220.5080,6287.6950,2.1190,0.0542,Bosque Andino,5.3
Macaulay Library,ML416567381,3,Brilliants,Eriocnemis cupreoventris,3250.0000,2944.0000,17.0000,4306.6410,4134.3750,6804.4920,3.0000,0.0505,Bosque Andino,5.3
Macaulay Library,ML267172,1,Brilliants,Eriocnemis cupreoventris,3400.0000,2944.0000,17.0000,6890.6250,3273.0470,8182.6170,3.5560,0.0201,Bosque Andino,5.3
Macaulay Library,ML267172,2,Brilliants,Eriocnemis cupreoventris,3400.0000,2944.0000,17.0000,6718.3590,3100.7810,8096.4840,3.8410,0.0180,Bosque Andino,5.3
Macaulay Library,ML267172,3,Brilliants,Eriocnemis cupreoventris,3400.0000,2944.0000,17.0000,6287.6950,2928.5160,7924.2190,4.1030,0.0218,Bosque Andino,5.3
Xeno-canto,XC115397,1,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,8718.7500,8718.7500,10406.2500,2.1880,0.2212,Bosque Andino,6.3
Xeno-canto,XC115397,2,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,8906.2500,8718.7500,10312.5000,2.9550,0.2260,Bosque Andino,6.3
Xeno-canto,XC115397,3,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,9093.7500,8625.0000,10500.0000,3.6840,0.1594,Bosque Andino,6.3
Macaulay Library,ML138999,1,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,7875.0000,4312.5000,8437.5000,10.2950,0.3535,Bosque Andino,6.3
Macaulay Library,ML138999,2,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,7312.5000,4125.0000,7875.0000,12.9860,0.4472,Bosque Andino,6.3
Macaulay Library,ML138999,3,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,7687.5000,4125.0000,7875.0000,15.5800,0.5104,Bosque Andino,6.3
Macaulay Library,ML138996,1,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,4875.0000,1125.0000,7500.0000,13.9400,0.0516,Bosque Andino,6.3
Macaulay Library,ML138996,2,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,6000.0000,1125.0000,7500.0000,15.0200,0.0573,Bosque Andino,6.3
Macaulay Library,ML138996,3,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,7312.5000,1125.0000,7875.0000,16.2040,0.0516,Bosque Andino,6.3
Macaulay Library,ML25744901,1,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,6562.5000,4500.0000,8250.0000,5.5870,0.3510,Bosque Andino,6.3
Macaulay Library,ML25744901,2,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,6562.5000,4875.0000,8437.5000,8.0730,0.3226,Bosque Andino,6.3
Macaulay Library,ML25744901,3,Brilliants,Eriocnemis mosquera,3500.0000,3495.0000,18.0000,6562.5000,5062.5000,8250.0000,11.1940,0.2846,Bosque Andino,6.3
Xeno-canto,XC12113,1,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,8250.0000,4875.0000,11062.5000,1.0580,0.0694,Bosque Andino,4.5
Xeno-canto,XC12113,2,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,5250.0000,5250.0000,11156.2500,9.8570,0.0718,Bosque Andino,4.5
Xeno-canto,XC12113,3,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,7781.2500,5343.7500,10406.2500,12.3060,0.0670,Bosque Andino,4.5
Xeno-canto,XC533146,1,Brilliants,Eriocnemis vestita,2700.0000,2934.0000,18.0000,7062.8910,5167.9690,10594.3360,1.1250,0.0705,Bosque Andino,4.5
Xeno-canto,XC533146,2,Brilliants,Eriocnemis vestita,2700.0000,2934.0000,18.0000,5167.9690,5167.9690,10852.7340,3.0870,0.0687,Bosque Andino,4.5
Xeno-canto,XC533146,3,Brilliants,Eriocnemis vestita,2700.0000,2934.0000,18.0000,5512.5000,5167.9690,10852.7340,5.3340,0.0678,Bosque Andino,4.5
Xeno-canto,XC250828,1,Brilliants,Eriocnemis vestita,2650.0000,2934.0000,18.0000,6115.4300,6029.2970,8268.7500,8.8720,0.0721,Bosque Andino,4.5
Xeno-canto,XC250828,2,Brilliants,Eriocnemis vestita,2650.0000,2934.0000,18.0000,6632.2270,6201.5620,8354.8830,12.1310,0.0672,Bosque Andino,4.5
Xeno-canto,XC250828,3,Brilliants,Eriocnemis vestita,2650.0000,2934.0000,18.0000,6804.4920,5943.1640,8010.3520,14.3900,0.0487,Bosque Andino,4.5
Xeno-canto,XC211064,1,Brilliants,Eriocnemis vestita,2650.0000,2934.0000,18.0000,7493.5550,6804.4920,11111.1330,47.7540,0.0524,Bosque Andino,4.5
Xeno-canto,XC211064,2,Brilliants,Eriocnemis vestita,2650.0000,2934.0000,18.0000,11111.1330,6201.5620,11111.1330,47.9560,0.0549,Bosque Andino,4.5
Xeno-canto,XC211064,3,Brilliants,Eriocnemis vestita,2650.0000,2934.0000,18.0000,8527.1480,5770.8980,10508.2030,48.1670,0.0549,Bosque Andino,4.5
Xeno-canto,XC121114,1,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,5906.2500,4875.0000,8812.5000,4.0040,0.0610,Bosque Andino,4.5
Xeno-canto,XC121114,2,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,5250.0000,4875.0000,9843.7500,4.9160,0.0662,Bosque Andino,4.5
Xeno-canto,XC121114,3,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,4968.7500,4875.0000,10125.0000,5.5230,0.0680,Bosque Andino,4.5
Xeno-canto,XC83045,1,Brilliants,Eriocnemis vestita,3050.0000,2934.0000,18.0000,5857.0310,4478.9060,8957.8120,8.5930,0.0512,Bosque Andino,4.5
Xeno-canto,XC83045,2,Brilliants,Eriocnemis vestita,3050.0000,2934.0000,18.0000,4306.6410,4306.6410,8957.8120,10.2880,0.0544,Bosque Andino,4.5
Xeno-canto,XC83045,3,Brilliants,Eriocnemis vestita,3050.0000,2934.0000,18.0000,4565.0390,4565.0390,9560.7420,11.9200,0.0635,Bosque Andino,4.5
Macaulay Library,ML346055291,1,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,5531.2500,5437.5000,10781.2500,3.4200,0.0663,Bosque Andino,4.5
Macaulay Library,ML346055291,2,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,5625.0000,5343.7500,10781.2500,4.1520,0.0629,Bosque Andino,4.5
Macaulay Library,ML346055291,3,Brilliants,Eriocnemis vestita,3200.0000,2934.0000,18.0000,5625.0000,5250.0000,10593.7500,5.1080,0.0617,Bosque Andino,4.5
Macaulay Library,ML335451721,1,Brilliants,Eriocnemis vestita,2655.0000,2934.0000,18.0000,4687.5000,4500.0000,5718.7500,48.2680,0.0052,Bosque Andino,4.5
Macaulay Library,ML335451721,2,Brilliants,Eriocnemis vestita,2655.0000,2934.0000,18.0000,4500.0000,4312.5000,5531.2500,48.3310,0.0058,Bosque Andino,4.5
Macaulay Library,ML335451721,3,Brilliants,Eriocnemis vestita,2655.0000,2934.0000,18.0000,4406.2500,3937.5000,4781.2500,48.3950,0.0075,Bosque Andino,4.5
Macaulay Library,ML335010331,1,Brilliants,Eriocnemis vestita,2655.0000,2934.0000,18.0000,5343.7500,5250.0000,8437.5000,10.0820,0.0654,Bosque Andino,4.5
Macaulay Library,ML335010331,2,Brilliants,Eriocnemis vestita,2655.0000,2934.0000,18.0000,5343.7500,5250.0000,8812.5000,12.0140,0.0570,Bosque Andino,4.5
Macaulay Library,ML335010331,3,Brilliants,Eriocnemis vestita,2655.0000,2934.0000,18.0000,5531.2500,5250.0000,9093.7500,13.8230,0.0562,Bosque Andino,4.5
Macaulay Library,ML156960051,1,Brilliants,Eriocnemis vestita,3685.0000,2934.0000,18.0000,9093.7500,8437.5000,9937.5000,3.6630,0.1325,Bosque Andino,4.5
Macaulay Library,ML156960051,2,Brilliants,Eriocnemis vestita,3685.0000,2934.0000,18.0000,8625.0000,8437.5000,9656.2500,4.1940,0.1296,Bosque Andino,4.5
Macaulay Library,ML156960051,3,Brilliants,Eriocnemis vestita,3685.0000,2934.0000,18.0000,8625.0000,8437.5000,9656.2500,4.7600,0.1138,Bosque Andino,4.5
Xeno-canto,XC130017,1,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,6546.0940,4737.3050,10852.7340,4.4690,0.4198,Bosque Andino,5.2
Xeno-canto,XC130017,2,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,6804.4920,5426.3670,10249.8050,3.9630,0.3951,Bosque Andino,5.2
Xeno-canto,XC130017,3,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,6804.4920,2928.5160,11025.0000,3.3210,0.4198,Bosque Andino,5.2
Xeno-canto,XC129834,1,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,5167.9690,3962.1090,6373.8280,1.6510,0.1040,Bosque Andino,5.2
Xeno-canto,XC129834,2,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,4909.5700,4134.3750,6373.8280,2.0110,0.1160,Bosque Andino,5.2
Xeno-canto,XC129834,3,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,4909.5700,4220.5080,6459.9610,2.3910,0.1080,Bosque Andino,5.2
Xeno-canto,XC240085,1,Brilliants,Haplophaedia aureliae,1930.0000,1935.0000,19.0000,8268.7500,6373.8280,11627.9300,2.8490,0.2162,Bosque Andino,5.2
Xeno-canto,XC240085,2,Brilliants,Haplophaedia aureliae,1930.0000,1935.0000,19.0000,7924.2190,6546.0940,12661.5230,3.8160,0.2162,Bosque Andino,5.2
Xeno-canto,XC240085,3,Brilliants,Haplophaedia aureliae,1930.0000,1935.0000,19.0000,8182.6170,5943.1640,10680.4690,5.0110,0.2417,Bosque Andino,5.2
Xeno-canto,XC240010,1,Brilliants,Haplophaedia aureliae,2000.0000,1935.0000,19.0000,6890.6250,3703.7110,10938.8670,16.1130,0.1714,Bosque Andino,5.2
Xeno-canto,XC240010,2,Brilliants,Haplophaedia aureliae,2000.0000,1935.0000,19.0000,3445.3120,3445.3120,10680.4690,16.4060,0.1786,Bosque Andino,5.2
Xeno-canto,XC240010,3,Brilliants,Haplophaedia aureliae,2000.0000,1935.0000,19.0000,6976.7580,4306.6410,10680.4690,17.0000,0.1768,Bosque Andino,5.2
Xeno-canto,XC131195,1,Brilliants,Haplophaedia aureliae,1900.0000,1935.0000,19.0000,6459.9610,5684.7660,10938.8670,21.3440,0.2604,Bosque Andino,5.2
Xeno-canto,XC131195,2,Brilliants,Haplophaedia aureliae,1900.0000,1935.0000,19.0000,8613.2810,5857.0310,11111.1330,23.1270,0.2303,Bosque Andino,5.2
Xeno-canto,XC131195,3,Brilliants,Haplophaedia aureliae,1900.0000,1935.0000,19.0000,7149.0230,6029.2970,10163.6720,23.9980,0.2303,Bosque Andino,5.2
Xeno-canto,XC130051,1,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,6890.6250,5943.1640,7924.2190,2.0130,0.1262,Bosque Andino,5.2
Xeno-canto,XC130051,2,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,6804.4920,5770.8980,7924.2190,5.8340,0.0951,Bosque Andino,5.2
Xeno-canto,XC130051,3,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,7579.6880,4823.4380,8182.6170,8.6160,0.0714,Bosque Andino,5.2
Xeno-canto,XC563888,1,Brilliants,Haplophaedia aureliae,2300.0000,1935.0000,19.0000,7062.8910,2928.5160,8441.0160,1.0960,0.0792,Bosque Andino,5.2
Xeno-canto,XC563888,2,Brilliants,Haplophaedia aureliae,2300.0000,1935.0000,19.0000,5598.6330,3617.5780,9216.2110,1.3130,0.0634,Bosque Andino,5.2
Xeno-canto,XC563888,3,Brilliants,Haplophaedia aureliae,2300.0000,1935.0000,19.0000,6029.2970,3875.9770,8957.8120,1.6220,0.0634,Bosque Andino,5.2
Xeno-canto,XC95917,1,Brilliants,Haplophaedia aureliae,2100.0000,1935.0000,19.0000,8268.7500,5770.8980,10594.3360,0.7160,0.1023,Bosque Andino,5.2
Xeno-canto,XC95917,2,Brilliants,Haplophaedia aureliae,2100.0000,1935.0000,19.0000,6632.2270,5598.6330,10680.4690,1.4480,0.1119,Bosque Andino,5.2
