AudioCollection,ID_Audio_Specimen,ID_note,Clade,Specie,elevation,elevationfilter,length beak,peak Frequency,minimum Frequency,maximum Frequency,duration,note duration,habitat ,bodyMass
Xeno-canto,XC95917,3,Brilliants,Haplophaedia aureliae,2100.0000,1935.0000,19.0000,7062.8910,5167.9690,10852.7340,2.6440,0.1279,Bosque Andino,5.2
Xeno-canto,XC55285,1,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,6632.2270,4220.5080,8871.6800,2.1560,0.0597,Bosque Andino,5.2
Xeno-canto,XC55285,2,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,6546.0940,4048.2420,8613.2810,3.5860,0.0832,Bosque Andino,5.2
Xeno-canto,XC55285,3,Brilliants,Haplophaedia aureliae,1800.0000,1935.0000,19.0000,6201.5620,3273.0470,8010.3520,4.3570,0.0723,Bosque Andino,5.2
Xeno-canto,XC11784,1,Brilliants,Haplophaedia aureliae,2115.0000,1935.0000,19.0000,6632.2270,4651.1720,7579.6880,8.4900,0.1588,Bosque Andino,5.2
Xeno-canto,XC11784,2,Brilliants,Haplophaedia aureliae,2115.0000,1935.0000,19.0000,6546.0940,4823.4380,7321.2890,8.9480,0.1646,Bosque Andino,5.2
Xeno-canto,XC11784,3,Brilliants,Haplophaedia aureliae,2115.0000,1935.0000,19.0000,7149.0230,4737.3050,7493.5550,10.8300,0.1705,Bosque Andino,5.2
Xeno-canto,XC241508,1,Brilliants,Heliodoxa imperatrix,1100.0000,1706.0000,23.0000,7149.0230,5943.1640,9733.0080,2.3900,0.0986,Bosque Andino,8.8
Xeno-canto,XC241508,2,Brilliants,Heliodoxa imperatrix,1100.0000,1706.0000,23.0000,6546.0940,5943.1640,9216.2110,4.6890,0.0858,Bosque Andino,8.8
Xeno-canto,XC241508,3,Brilliants,Heliodoxa imperatrix,1100.0000,1706.0000,23.0000,6804.4920,5857.0310,9130.0780,7.0400,0.0858,Bosque Andino,8.8
Xeno-canto,XC364164,1,Brilliants,Heliodoxa imperatrix,1800.0000,1706.0000,23.0000,10500.0000,9468.7500,11531.2500,3.4020,0.1178,Bosque Andino,8.8
Xeno-canto,XC364164,2,Brilliants,Heliodoxa imperatrix,1800.0000,1706.0000,23.0000,10312.5000,8906.2500,11531.2500,3.9490,0.0990,Bosque Andino,8.8
Xeno-canto,XC364164,3,Brilliants,Heliodoxa imperatrix,1800.0000,1706.0000,23.0000,10125.0000,9187.5000,11437.5000,4.1420,0.0660,Bosque Andino,8.8
Xeno-canto,XC262882,1,Brilliants,Heliodoxa imperatrix,2205.0000,1706.0000,23.0000,5770.8980,5081.8360,6976.7580,8.4640,0.2232,Bosque Andino,8.8
Xeno-canto,XC262882,2,Brilliants,Heliodoxa imperatrix,2205.0000,1706.0000,23.0000,5857.0310,5081.8360,7235.1560,12.9540,0.1901,Bosque Andino,8.8
Xeno-canto,XC262882,3,Brilliants,Heliodoxa imperatrix,2205.0000,1706.0000,23.0000,5684.7660,5340.2340,6976.7580,16.7400,0.2232,Bosque Andino,8.8
Xeno-canto,XC261752,1,Brilliants,Heliodoxa imperatrix,1750.0000,1706.0000,23.0000,7321.2890,6632.2270,8613.2810,3.9880,0.1534,Bosque Andino,8.8
Xeno-canto,XC261752,2,Brilliants,Heliodoxa imperatrix,1750.0000,1706.0000,23.0000,7321.2890,6804.4920,8785.5470,4.4310,0.1739,Bosque Andino,8.8
Xeno-canto,XC261752,3,Brilliants,Heliodoxa imperatrix,1750.0000,1706.0000,23.0000,8354.8830,6718.3590,8871.6800,4.9090,0.1773,Bosque Andino,8.8
Xeno-canto,XC276067,1,Brilliants,Heliodoxa imperatrix,2205.0000,1706.0000,23.0000,5684.7660,5167.9690,6890.6250,2.4790,0.0619,Bosque Andino,8.8
Xeno-canto,XC276067,2,Brilliants,Heliodoxa imperatrix,2205.0000,1706.0000,23.0000,5598.6330,5167.9690,6976.7580,6.5960,0.0653,Bosque Andino,8.8
Xeno-canto,XC276067,3,Brilliants,Heliodoxa imperatrix,2205.0000,1706.0000,23.0000,6115.4300,5340.2340,7579.6880,9.7680,0.0558,Bosque Andino,8.8
Xeno-canto,XC58601,1,Brilliants,Heliodoxa imperatrix,1900.0000,1706.0000,23.0000,6937.5000,5812.5000,8625.0000,1.6500,0.1550,Bosque Andino,8.8
Xeno-canto,XC58601,2,Brilliants,Heliodoxa imperatrix,1900.0000,1706.0000,23.0000,6937.5000,5812.5000,8437.5000,4.3370,0.0956,Bosque Andino,8.8
Xeno-canto,XC88153,1,Brilliants,Heliodoxa imperatrix,1900.0000,1706.0000,23.0000,7062.8910,6804.4920,8010.3520,1.8030,0.0905,Bosque Andino,8.8
Xeno-canto,XC58600,1,Brilliants,Heliodoxa imperatrix,1900.0000,1706.0000,23.0000,5531.2500,5250.0000,7500.0000,1.2570,0.0163,Bosque Andino,8.8
Xeno-canto,XC58600,2,Brilliants,Heliodoxa imperatrix,1900.0000,1706.0000,23.0000,6656.2500,5625.0000,11156.2500,1.3730,0.0141,Bosque Andino,8.8
Xeno-canto,XC58600,3,Brilliants,Heliodoxa imperatrix,1900.0000,1706.0000,23.0000,6843.7500,5343.7500,7593.7500,1.4910,0.0160,Bosque Andino,8.8
Xeno-canto,XC415210,1,Brilliants,Heliodoxa imperatrix,2100.0000,1706.0000,23.0000,6546.0940,4306.6410,9130.0780,3.3780,0.0464,Bosque Andino,8.8
Xeno-canto,XC415210,2,Brilliants,Heliodoxa imperatrix,2100.0000,1706.0000,23.0000,7235.1560,5254.1020,8613.2810,5.5470,0.0611,Bosque Andino,8.8
Xeno-canto,XC415210,3,Brilliants,Heliodoxa imperatrix,2100.0000,1706.0000,23.0000,6546.0940,5426.3670,8010.3520,8.0280,0.0584,Bosque Andino,8.8
Xeno-canto,XC364165,1,Brilliants,Heliodoxa leadbeateri,1300.0000,1382.0000,19.0000,3617.5780,3359.1800,3875.9770,1.8750,0.0932,Bosque Andino,7.4
Xeno-canto,XC364165,2,Brilliants,Heliodoxa leadbeateri,1300.0000,1382.0000,19.0000,3617.5780,3186.9140,3789.8440,4.0440,0.0809,Bosque Andino,7.4
Xeno-canto,XC364165,3,Brilliants,Heliodoxa leadbeateri,1300.0000,1382.0000,19.0000,3617.5780,2928.5160,3789.8440,6.2640,0.1049,Bosque Andino,7.4
Xeno-canto,XC260493,1,Brilliants,Heliodoxa leadbeateri,1400.0000,1382.0000,19.0000,3014.6480,1464.2580,5943.1640,2.6930,0.2117,Bosque Andino,7.4
Xeno-canto,XC260493,2,Brilliants,Heliodoxa leadbeateri,1400.0000,1382.0000,19.0000,3359.1800,2670.1170,4737.3050,5.4060,0.1919,Bosque Andino,7.4
Xeno-canto,XC260493,3,Brilliants,Heliodoxa leadbeateri,1400.0000,1382.0000,19.0000,3445.3120,2670.1170,6029.2970,8.1640,0.1323,Bosque Andino,7.4
Xeno-canto,XC238365,1,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,3100.7810,2756.2500,4220.5080,2.0480,0.1013,Bosque Andino,7.4
Xeno-canto,XC238365,2,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,3186.9140,2670.1170,3617.5780,4.5140,0.0972,Bosque Andino,7.4
Xeno-canto,XC238365,3,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,3186.9140,2756.2500,4048.2420,7.2340,0.1095,Bosque Andino,7.4
Xeno-canto,XC120132,1,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,5250.0000,4875.0000,9750.0000,2.7790,0.1918,Bosque Andino,7.4
Xeno-canto,XC120132,2,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,5250.0000,4875.0000,5625.0000,3.0350,0.1432,Bosque Andino,7.4
Xeno-canto,XC120132,3,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,5343.7500,4875.0000,5437.5000,3.3120,0.1745,Bosque Andino,7.4
Xeno-canto,XC276070,1,Brilliants,Heliodoxa leadbeateri,1470.0000,1382.0000,19.0000,3875.9770,2842.3830,3962.1090,1.5560,0.0983,Bosque Andino,7.4
Xeno-canto,XC276070,2,Brilliants,Heliodoxa leadbeateri,1470.0000,1382.0000,19.0000,3875.9770,3100.7810,3962.1090,3.4580,0.0955,Bosque Andino,7.4
Xeno-canto,XC276070,3,Brilliants,Heliodoxa leadbeateri,1470.0000,1382.0000,19.0000,3875.9770,3186.9140,3962.1090,5.3110,0.1065,Bosque Andino,7.4
Xeno-canto,XC120135,1,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,4031.2500,3750.0000,4218.7500,1.5570,0.0746,Bosque Andino,7.4
Xeno-canto,XC120135,2,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,4125.0000,3750.0000,4218.7500,3.5970,0.0829,Bosque Andino,7.4
Xeno-canto,XC120135,3,Brilliants,Heliodoxa leadbeateri,1000.0000,1382.0000,19.0000,4125.0000,3562.5000,4312.5000,7.5270,0.0817,Bosque Andino,7.4
Xeno-canto,XC9387,1,Brilliants,Heliodoxa leadbeateri,1440.0000,1382.0000,19.0000,4048.2420,3273.0470,4134.3750,1.2060,0.0778,Bosque Andino,7.4
Xeno-canto,XC9387,2,Brilliants,Heliodoxa leadbeateri,1440.0000,1382.0000,19.0000,4048.2420,3531.4450,4134.3750,3.7060,0.0872,Bosque Andino,7.4
Xeno-canto,XC9387,3,Brilliants,Heliodoxa leadbeateri,1440.0000,1382.0000,19.0000,3962.1090,3359.1800,4048.2420,5.3630,0.0825,Bosque Andino,7.4
Xeno-canto,XC276071,1,Brilliants,Heliodoxa leadbeateri,1610.0000,1382.0000,19.0000,3359.1800,2928.5160,4220.5080,5.4040,0.0271,Bosque Andino,7.4
Xeno-canto,XC276071,2,Brilliants,Heliodoxa leadbeateri,1610.0000,1382.0000,19.0000,3445.3120,2928.5160,4220.5080,5.4650,0.0275,Bosque Andino,7.4
Xeno-canto,XC276071,3,Brilliants,Heliodoxa leadbeateri,1610.0000,1382.0000,19.0000,3445.3120,2928.5160,4048.2420,5.5410,0.0275,Bosque Andino,7.4
Xeno-canto,XC257827,1,Brilliants,Heliodoxa leadbeateri,1275.0000,1382.0000,19.0000,4478.9060,4048.2420,4565.0390,4.3130,0.3007,Bosque Andino,7.4
Xeno-canto,XC257827,2,Brilliants,Heliodoxa leadbeateri,1275.0000,1382.0000,19.0000,4134.3750,4048.2420,4306.6410,6.5040,0.3179,Bosque Andino,7.4
Xeno-canto,XC257827,3,Brilliants,Heliodoxa leadbeateri,1275.0000,1382.0000,19.0000,4392.7730,3962.1090,4478.9060,8.5210,0.2750,Bosque Andino,7.4
Xeno-canto,XC209301,1,Brilliants,Heliodoxa leadbeateri,950.0000,1382.0000,19.0000,4048.2420,3703.7110,4134.3750,1.6110,0.1045,Bosque Andino,7.4
Xeno-canto,XC209301,2,Brilliants,Heliodoxa leadbeateri,950.0000,1382.0000,19.0000,3703.7110,3531.4450,3789.8440,3.3380,0.1094,Bosque Andino,7.4
Xeno-canto,XC209301,3,Brilliants,Heliodoxa leadbeateri,950.0000,1382.0000,19.0000,3789.8440,3617.5780,6029.2970,5.9470,0.1691,Bosque Andino,7.4
Xeno-canto,XC574804,1,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,5062.5000,4593.7500,7781.2500,0.4060,0.0417,Bosque Andino,7.8
Xeno-canto,XC574804,2,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,4968.7500,4500.0000,7875.0000,2.3040,0.0422,Bosque Andino,7.8
Xeno-canto,XC574804,3,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,4968.7500,4500.0000,7875.0000,4.0370,0.0390,Bosque Andino,7.8
Xeno-canto,XC574803,1,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,4781.2500,4125.0000,8343.7500,1.3470,0.0450,Bosque Andino,7.8
Xeno-canto,XC574803,2,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,6187.5000,4406.2500,8156.2500,4.0480,0.0492,Bosque Andino,7.8
Xeno-canto,XC574803,3,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,6187.5000,4218.7500,8156.2500,5.9140,0.0450,Bosque Andino,7.8
Xeno-canto,XC117841,1,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,4737.3050,4134.3750,6804.4920,2.5420,0.0771,Bosque Andino,7.8
Xeno-canto,XC117841,2,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,4565.0390,4134.3750,6890.6250,4.9330,0.0655,Bosque Andino,7.8
Xeno-canto,XC117841,3,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,4737.3050,4134.3750,6976.7580,8.4730,0.0694,Bosque Andino,7.8
Xeno-canto,XC117852,1,Brilliants,Heliodoxa rubinoides,2679.0000,2051.0000,20.0000,7493.5550,3273.0470,7579.6880,15.4890,0.0882,Bosque Andino,7.8
Xeno-canto,XC117852,2,Brilliants,Heliodoxa rubinoides,2679.0000,2051.0000,20.0000,7493.5550,3273.0470,8010.3520,15.9190,0.0910,Bosque Andino,7.8
Xeno-canto,XC117852,3,Brilliants,Heliodoxa rubinoides,2679.0000,2051.0000,20.0000,8096.4840,3617.5780,8182.6170,16.4680,0.0995,Bosque Andino,7.8
Xeno-canto,XC117851,1,Brilliants,Heliodoxa rubinoides,2679.0000,2051.0000,20.0000,5512.5000,4392.7730,9905.2730,5.8690,0.1076,Bosque Andino,7.8
Xeno-canto,XC117851,2,Brilliants,Heliodoxa rubinoides,2679.0000,2051.0000,20.0000,5770.8980,4220.5080,8957.8120,6.9450,0.1407,Bosque Andino,7.8
Xeno-canto,XC117851,3,Brilliants,Heliodoxa rubinoides,2679.0000,2051.0000,20.0000,6029.2970,4565.0390,9474.6090,8.9390,0.1324,Bosque Andino,7.8
Xeno-canto,XC117843,1,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,8785.5470,7407.4220,9388.4770,6.3940,1.2244,Bosque Andino,7.8
Xeno-canto,XC117843,2,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,7838.0860,7579.6880,9216.2110,11.6250,1.0222,Bosque Andino,7.8
Xeno-canto,XC117843,3,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,8699.4140,7838.0860,9043.9450,19.0760,0.7970,Bosque Andino,7.8
Xeno-canto,XC117835,1,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,5254.1020,4306.6410,7235.1560,3.5230,0.1151,Bosque Andino,7.8
Xeno-canto,XC117835,2,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,5254.1020,4306.6410,7321.2890,5.2290,0.1007,Bosque Andino,7.8
Xeno-canto,XC117835,3,Brilliants,Heliodoxa rubinoides,2115.0000,2051.0000,20.0000,5254.1020,4306.6410,7235.1560,6.8830,0.1055,Bosque Andino,7.8
Xeno-canto,XC339995,1,Brilliants,Heliodoxa rubinoides,1600.0000,2051.0000,20.0000,9043.9450,7924.2190,11111.1330,0.6290,0.0699,Bosque Andino,7.8
Xeno-canto,XC339995,2,Brilliants,Heliodoxa rubinoides,1600.0000,2051.0000,20.0000,11541.7970,7924.2190,11541.7970,14.5980,0.0699,Bosque Andino,7.8
Xeno-canto,XC339995,3,Brilliants,Heliodoxa rubinoides,1600.0000,2051.0000,20.0000,9991.4060,7665.8200,11283.3980,24.6300,0.0787,Bosque Andino,7.8
Xeno-canto,XC164741,1,Brilliants,Heliodoxa rubinoides,1800.0000,2051.0000,20.0000,4220.5080,4048.2420,7235.1560,3.4430,0.0966,Bosque Andino,7.8
Xeno-canto,XC164741,2,Brilliants,Heliodoxa rubinoides,1800.0000,2051.0000,20.0000,4220.5080,4048.2420,7149.0230,5.4480,0.0913,Bosque Andino,7.8
Xeno-canto,XC164741,3,Brilliants,Heliodoxa rubinoides,1800.0000,2051.0000,20.0000,4909.5700,4134.3750,7321.2890,7.6500,0.1156,Bosque Andino,7.8
Xeno-canto,XC573783,1,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,6562.5000,4593.7500,8062.5000,2.3830,0.0672,Bosque Andino,7.8
Xeno-canto,XC573783,2,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,7031.2500,4593.7500,8062.5000,4.4930,0.0682,Bosque Andino,7.8
Xeno-canto,XC573783,3,Brilliants,Heliodoxa rubinoides,1900.0000,2051.0000,20.0000,7031.2500,4593.7500,8062.5000,6.4200,0.0785,Bosque Andino,7.8
Xeno-canto,XC235850,1,Brilliants,Lafresnaya lafresnayi,2175.0000,2694.0000,24.0000,9216.2110,8871.6800,9474.6090,2.2360,0.1171,Bosque Andino,5.3
Xeno-canto,XC235850,2,Brilliants,Lafresnaya lafresnayi,2175.0000,2694.0000,24.0000,9388.4770,8527.1480,9733.0080,3.1790,0.1618,Bosque Andino,5.3
Xeno-canto,XC235850,3,Brilliants,Lafresnaya lafresnayi,2175.0000,2694.0000,24.0000,9388.4770,8182.6170,9388.4770,4.4060,0.1227,Bosque Andino,5.3
Xeno-canto,XC22475,1,Brilliants,Lafresnaya lafresnayi,2600.0000,2694.0000,24.0000,7968.7500,7218.7500,8062.5000,0.3420,0.1060,Bosque Andino,5.3
Xeno-canto,XC22475,2,Brilliants,Lafresnaya lafresnayi,2600.0000,2694.0000,24.0000,7968.7500,7125.0000,8062.5000,1.1810,0.1014,Bosque Andino,5.3
Xeno-canto,XC22475,3,Brilliants,Lafresnaya lafresnayi,2600.0000,2694.0000,24.0000,8156.2500,7406.2500,8437.5000,1.8890,0.1213,Bosque Andino,5.3
Xeno-canto,XC301271,1,Brilliants,Lafresnaya lafresnayi,2400.0000,2694.0000,24.0000,8096.4840,6804.4920,8699.4140,2.3970,0.1627,Bosque Andino,5.3
Xeno-canto,XC301271,2,Brilliants,Lafresnaya lafresnayi,2400.0000,2694.0000,24.0000,8010.3520,7321.2890,8699.4140,4.0180,0.1446,Bosque Andino,5.3
Xeno-canto,XC301271,3,Brilliants,Lafresnaya lafresnayi,2400.0000,2694.0000,24.0000,7838.0860,7149.0230,13781.2500,5.5240,0.1386,Bosque Andino,5.3
Xeno-canto,XC57352,1,Brilliants,Lafresnaya lafresnayi,2850.0000,2694.0000,24.0000,7924.2190,6718.3590,7924.2190,0.4580,0.0641,Bosque Andino,5.3
Xeno-canto,XC57352,2,Brilliants,Lafresnaya lafresnayi,2850.0000,2694.0000,24.0000,6976.7580,6632.2270,8096.4840,1.9750,0.0629,Bosque Andino,5.3
Xeno-canto,XC57352,3,Brilliants,Lafresnaya lafresnayi,2850.0000,2694.0000,24.0000,8354.8830,6718.3590,8441.0160,12.2760,0.0702,Bosque Andino,5.3
Xeno-canto,XC93876,1,Brilliants,Lafresnaya lafresnayi,2500.0000,2694.0000,24.0000,8785.5470,6976.7580,8957.8120,10.6440,0.1503,Bosque Andino,5.3
Xeno-canto,XC93876,2,Brilliants,Lafresnaya lafresnayi,2500.0000,2694.0000,24.0000,9216.2110,7493.5550,9302.3440,13.3500,0.1773,Bosque Andino,5.3
Xeno-canto,XC93876,3,Brilliants,Lafresnaya lafresnayi,2500.0000,2694.0000,24.0000,8957.8120,8010.3520,9130.0780,13.7000,0.1580,Bosque Andino,5.3
Xeno-canto,XC18092,1,Brilliants,Lafresnaya lafresnayi,2200.0000,2694.0000,24.0000,9474.6090,8441.0160,9991.4060,4.8050,0.2580,Bosque Andino,5.3
Xeno-canto,XC18092,2,Brilliants,Lafresnaya lafresnayi,2200.0000,2694.0000,24.0000,9043.9450,8010.3520,9130.0780,5.9110,0.2432,Bosque Andino,5.3
Xeno-canto,XC18092,3,Brilliants,Lafresnaya lafresnayi,2200.0000,2694.0000,24.0000,8957.8120,7665.8200,9043.9450,7.0750,0.2137,Bosque Andino,5.3
Xeno-canto,XC251033,1,Brilliants,Lafresnaya lafresnayi,2650.0000,2694.0000,24.0000,5340.2340,3703.7110,6115.4300,0.7030,0.0419,Bosque Andino,5.3
Xeno-canto,XC251033,2,Brilliants,Lafresnaya lafresnayi,2650.0000,2694.0000,24.0000,5254.1020,3789.8440,6546.0940,1.2100,0.0400,Bosque Andino,5.3
Xeno-canto,XC251033,3,Brilliants,Lafresnaya lafresnayi,2650.0000,2694.0000,24.0000,5426.3670,3875.9770,6201.5620,1.8420,0.0362,Bosque Andino,5.3
Xeno-canto,XC251032,1,Brilliants,Lafresnaya lafresnayi,3500.0000,2694.0000,24.0000,8354.8830,7493.5550,10249.8050,2.0500,0.1864,Bosque Andino,5.3
Xeno-canto,XC251032,2,Brilliants,Lafresnaya lafresnayi,3500.0000,2694.0000,24.0000,8182.6170,8010.3520,10335.9380,2.9510,0.2376,Bosque Andino,5.3
Xeno-canto,XC251032,3,Brilliants,Lafresnaya lafresnayi,3500.0000,2694.0000,24.0000,8010.3520,7751.9530,9733.0080,4.3290,0.1974,Bosque Andino,5.3
Xeno-canto,XC37568,1,Brilliants,Lafresnaya lafresnayi,2200.0000,2694.0000,24.0000,8613.2810,8268.7500,10680.4690,1.1050,0.1269,Bosque Andino,5.3
Xeno-canto,XC37568,2,Brilliants,Lafresnaya lafresnayi,2200.0000,2694.0000,24.0000,8527.1480,8354.8830,10249.8050,6.2560,0.1146,Bosque Andino,5.3
Xeno-canto,XC37568,3,Brilliants,Lafresnaya lafresnayi,2200.0000,2694.0000,24.0000,8699.4140,8441.0160,10680.4690,8.5520,0.1351,Bosque Andino,5.3
Xeno-canto,XC57353,1,Brilliants,Lafresnaya lafresnayi,2850.0000,2694.0000,24.0000,8182.6170,6976.7580,8268.7500,1.3100,0.0954,Bosque Andino,5.3
Xeno-canto,XC57353,2,Brilliants,Lafresnaya lafresnayi,2850.0000,2694.0000,24.0000,8268.7500,6890.6250,8354.8830,2.6340,0.0702,Bosque Andino,5.3
Xeno-canto,XC57353,3,Brilliants,Lafresnaya lafresnayi,2850.0000,2694.0000,24.0000,8096.4840,7062.8910,8182.6170,7.7000,0.0887,Bosque Andino,5.3
Xeno-canto,XC525725,1,Brilliants,Ocreatus underwoodii,1950.0000,1934.0000,13.0000,7665.8200,5598.6330,9991.4060,25.9060,1.1988,Bosque Andino,3
Xeno-canto,XC525725,2,Brilliants,Ocreatus underwoodii,1950.0000,1934.0000,13.0000,8010.3520,3100.7810,9130.0780,49.1230,1.1389,Bosque Andino,3
Xeno-canto,XC525725,3,Brilliants,Ocreatus underwoodii,1950.0000,1934.0000,13.0000,3186.9140,3186.9140,9646.8750,50.8910,1.5884,Bosque Andino,3
Xeno-canto,XC522059,1,Brilliants,Ocreatus underwoodii,2300.0000,1934.0000,13.0000,3186.9140,3014.6480,6373.8280,3.9710,0.1762,Bosque Andino,3
Xeno-canto,XC522059,2,Brilliants,Ocreatus underwoodii,2300.0000,1934.0000,13.0000,3186.9140,3014.6480,6459.9610,6.2520,0.2019,Bosque Andino,3
Xeno-canto,XC522059,3,Brilliants,Ocreatus underwoodii,2300.0000,1934.0000,13.0000,3014.6480,2928.5160,6546.0940,8.2400,0.1418,Bosque Andino,3
Xeno-canto,XC616387,1,Brilliants,Ocreatus underwoodii,2600.0000,1934.0000,13.0000,8182.6170,6546.0940,9819.1410,1.2200,0.6563,Bosque Andino,3
Xeno-canto,XC616387,2,Brilliants,Ocreatus underwoodii,2600.0000,1934.0000,13.0000,8527.1480,6546.0940,10077.5390,8.0980,0.5644,Bosque Andino,3
Xeno-canto,XC616387,3,Brilliants,Ocreatus underwoodii,2600.0000,1934.0000,13.0000,8957.8120,6718.3590,10077.5390,9.3590,0.6957,Bosque Andino,3
Xeno-canto,XC264483,1,Brilliants,Ocreatus underwoodii,1800.0000,1934.0000,13.0000,4134.3750,2928.5160,8010.3520,3.0350,0.3531,Bosque Andino,3
Xeno-canto,XC264483,2,Brilliants,Ocreatus underwoodii,1800.0000,1934.0000,13.0000,3703.7110,3014.6480,7407.4220,10.5720,0.2289,Bosque Andino,3
Xeno-canto,XC264483,3,Brilliants,Ocreatus underwoodii,1800.0000,1934.0000,13.0000,4134.3750,3014.6480,8010.3520,10.9250,0.3220,Bosque Andino,3
Xeno-canto,XC237875,1,Brilliants,Ocreatus underwoodii,1900.0000,1934.0000,13.0000,3962.1090,3359.1800,7407.4220,6.2120,0.8113,Bosque Andino,3
Xeno-canto,XC237875,2,Brilliants,Ocreatus underwoodii,1900.0000,1934.0000,13.0000,4565.0390,3445.3120,4823.4380,6.8290,0.5207,Bosque Andino,3
Xeno-canto,XC529543,1,Brilliants,Ocreatus underwoodii,1750.0000,1934.0000,13.0000,4220.5080,2325.5860,6546.0940,2.6200,0.8634,Bosque Andino,3
Xeno-canto,XC529543,2,Brilliants,Ocreatus underwoodii,1750.0000,1934.0000,13.0000,4220.5080,3531.4450,7235.1560,4.7080,0.8835,Bosque Andino,3
Xeno-canto,XC529543,3,Brilliants,Ocreatus underwoodii,1750.0000,1934.0000,13.0000,4220.5080,3617.5780,8613.2810,7.7300,1.0541,Bosque Andino,3
Xeno-canto,XC273311,1,Brilliants,Ocreatus underwoodii,1900.0000,1934.0000,13.0000,8182.6170,4048.2420,8441.0160,5.2860,1.0629,Bosque Andino,3
Xeno-canto,XC273311,2,Brilliants,Ocreatus underwoodii,1900.0000,1934.0000,13.0000,7407.4220,4651.1720,8268.7500,7.1910,0.9387,Bosque Andino,3
Xeno-canto,XC273311,3,Brilliants,Ocreatus underwoodii,1900.0000,1934.0000,13.0000,6976.7580,3962.1090,9216.2110,10.8080,0.9111,Bosque Andino,3
Xeno-canto,XC244799,1,Brilliants,Ocreatus underwoodii,1850.0000,1934.0000,13.0000,3531.4450,2670.1170,5254.1020,3.5560,0.4226,Bosque Andino,3
Xeno-canto,XC244799,2,Brilliants,Ocreatus underwoodii,1850.0000,1934.0000,13.0000,3617.5780,2842.3830,6976.7580,9.2660,0.4948,Bosque Andino,3
Xeno-canto,XC240009,1,Brilliants,Ocreatus underwoodii,2000.0000,1934.0000,13.0000,7751.9530,2842.3830,11025.0000,3.3750,0.0813,Bosque Andino,3
Xeno-canto,XC240009,2,Brilliants,Ocreatus underwoodii,2000.0000,1934.0000,13.0000,3703.7110,2670.1170,9560.7420,13.0240,0.0854,Bosque Andino,3
Xeno-canto,XC240009,3,Brilliants,Ocreatus underwoodii,2000.0000,1934.0000,13.0000,3531.4450,2670.1170,10163.6720,13.1350,0.0772,Bosque Andino,3
Xeno-canto,XC130067,1,Brilliants,Ocreatus underwoodii,1800.0000,1934.0000,13.0000,3531.4450,2583.9840,7924.2190,52.8050,0.0530,Bosque Andino,3
Xeno-canto,XC130067,2,Brilliants,Ocreatus underwoodii,1800.0000,1934.0000,13.0000,5167.9690,4220.5080,7579.6880,57.6650,0.0479,Bosque Andino,3
Xeno-canto,XC130067,3,Brilliants,Ocreatus underwoodii,1800.0000,1934.0000,13.0000,3703.7110,3617.5780,7751.9530,48.7060,0.0419,Bosque Andino,3
Xeno-canto,XC387743,1,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,6287.6950,2670.1170,11714.0620,3.2140,0.0282,Bosque Andino,3.9
Xeno-canto,XC387743,2,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,9819.1410,5340.2340,11283.3980,3.3800,0.0316,Bosque Andino,3.9
Xeno-canto,XC387743,3,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,10077.5390,5167.9690,10766.6020,3.5510,0.0338,Bosque Andino,3.9
Xeno-canto,XC387293,1,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,9474.6090,4392.7730,11025.0000,1.0340,0.0374,Bosque Andino,3.9
